,date,exchange,open,high,low,close,volume,number_of_trades,volume_weighted_average_price
0,2021-10-17T05:00:00Z,ERSX,3864.63,3918.3,3679.21,3857.74,844.5294,132,3831.1666175577
1,2021-10-18T05:00:00Z,ERSX,3865.29,3869.38,3678.27,3842.84,2068.4824,190,3758.5623852594
2,2021-10-19T05:00:00Z,ERSX,3829.36,3904.4,3749.54,3857.12,3836.2283,343,3816.1545829626
3,2021-10-20T05:00:00Z,ERSX,3851.48,4235.98,3836.1,4178.3,3696.3463,454,4063.4185425778
4,2021-10-21T05:00:00Z,ERSX,4172.78,4363.96,4028.87,4144.84,3200.1756,347,4141.8575712958
5,2021-10-22T05:00:00Z,ERSX,4132.82,4151.3,3893.07,4044.76,3095.8405,304,3989.2056800223
6,2021-10-23T05:00:00Z,ERSX,4031.35,4167.04,3939.01,4139.57,248.9614,60,4061.5490774795
7,2021-10-24T05:00:00Z,ERSX,4099.22,4151.44,3961.77,4145.42,350.2609,96,4076.3841695776
8,2021-10-25T05:00:00Z,ERSX,4137.32,4258.59,4112.07,4212.01,1375.7396,176,4188.8647896906
9,2021-10-26T05:00:00Z,ERSX,4209.63,4307.53,4106.43,4263.81,2626.5913,312,4182.643689164
10,2021-10-27T05:00:00Z,ERSX,4288.59,4294.91,3890.96,4000.69,2653.039,259,3977.6987230052
11,2021-10-28T05:00:00Z,ERSX,3993.44,4406.77,3993.44,4340.11,4094.1704,471,4197.0966158048
12,2021-10-29T05:00:00Z,ERSX,4323.62,4456.54,4289.95,4365.47,2810.8197,287,4371.7706539395
13,2021-10-30T05:00:00Z,ERSX,4364.32,4392.33,4236.01,4368.02,319.3643,72,4326.0064776057
14,2021-10-31T05:00:00Z,ERSX,4323.87,4325.0,4147.21,4234.97,607.9373,155,4257.1967900012
15,2021-11-01T05:00:00Z,ERSX,4229.78,4369.67,4229.36,4368.65,1787.0705,314,4323.1306056985
16,2021-11-02T05:00:00Z,ERSX,4368.9,4641.89,4346.8,4550.03,2128.504,385,4493.6879979422
17,2021-11-03T05:00:00Z,ERSX,4557.76,4671.82,4458.45,4579.27,2601.9506,809,4574.1630764158
18,2021-11-04T05:00:00Z,ERSX,4550.55,4584.04,4428.56,4546.0,1598.4081,472,4501.1959462574
19,2021-11-05T05:00:00Z,ERSX,4568.15,4568.15,4447.35,4481.39,1007.0461,368,4488.0404612798
20,2021-11-06T05:00:00Z,ERSX,4495.22,4572.25,4100.0,4556.38,437.4903,96,4478.447910996
21,2021-11-07T05:00:00Z,ERSX,4559.53,4798.0,4529.53,4731.72,994.7943,168,4635.3687913019
22,2021-11-08T06:00:00Z,ERSX,4745.6,4827.19,4709.2,4823.26,889.97,380,4768.4950312662
23,2021-11-09T06:00:00Z,ERSX,4829.29,4842.55,4679.76,4704.56,1510.7113,576,4761.7986759965
24,2021-11-10T06:00:00Z,ERSX,4701.89,4865.93,4400.0,4647.7,2435.7313,941,4713.4350667128
25,2021-11-11T06:00:00Z,ERSX,4661.78,4808.66,4642.81,4745.88,1651.6824,464,4751.6110962132
26,2021-11-12T06:00:00Z,ERSX,4742.48,4749.7,4509.29,4628.45,2056.8368,676,4594.3929921377
27,2021-11-13T06:00:00Z,ERSX,4621.88,4700.75,4585.88,4641.4,328.1631,285,4662.110636592
28,2021-11-14T06:00:00Z,ERSX,4641.53,4724.98,4520.21,4705.65,484.4549,279,4631.0426517267
29,2021-11-15T06:00:00Z,ERSX,4704.75,4768.27,4274.39,4339.2,2853.2238,977,4564.5766510997
30,2021-11-16T06:00:00Z,ERSX,4334.88,4346.41,4066.38,4175.27,3883.6885,1315,4228.4849760216
31,2021-11-17T06:00:00Z,ERSX,4161.39,4256.71,4119.32,4231.7,1057.6656,348,4196.6924149977
