,date,exchange,open,high,low,close,volume,number_of_trades,volume_weighted_average_price
93,2021-09-14T15:25:00Z,ERSX,639.56,639.56,639.56,639.56,0.1954,1,639.56
94,2021-09-14T15:26:00Z,ERSX,638.78,638.78,638.63,638.76,0.7829,4,638.7074901009
95,2021-09-14T15:28:00Z,ERSX,641.49,642.6,641.49,642.16,32.779,7,642.2358290369
96,2021-09-14T15:29:00Z,ERSX,642.0,642.0,641.44,641.44,32.0,3,641.575
97,2021-09-14T15:33:00Z,ERSX,638.83,638.83,638.83,638.83,0.1957,1,638.83
98,2021-09-14T15:39:00Z,ERSX,637.21,637.21,636.43,636.43,0.3926,2,636.819602649
99,2021-09-14T15:40:00Z,ERSX,636.36,637.81,636.13,637.81,0.589,3,636.7660271647
100,2021-09-14T15:41:00Z,ERSX,637.63,637.63,636.96,636.96,0.392,2,637.2948290816
101,2021-09-14T15:46:00Z,ERSX,636.03,636.03,636.03,636.03,0.1964,1,636.03
102,2021-09-14T16:00:00Z,ERSX,639.0,639.0,639.0,639.0,20.0,1,639.0
103,2021-09-14T16:01:00Z,ERSX,638.75,639.41,638.75,639.41,26.0,2,638.9023076923
104,2021-09-14T16:03:00Z,ERSX,637.66,637.66,637.2,637.2,0.2158,2,637.6173679333
105,2021-09-14T16:04:00Z,ERSX,638.63,638.63,638.63,638.63,0.1958,1,638.63
106,2021-09-14T16:12:00Z,ERSX,637.16,637.16,637.16,637.16,0.1961,1,637.16
107,2021-09-14T16:13:00Z,ERSX,636.93,636.93,636.93,636.93,0.1963,1,636.93
108,2021-09-14T16:24:00Z,ERSX,637.0,637.0,637.0,637.0,6.0,1,637.0
109,2021-09-14T16:33:00Z,ERSX,637.8,638.71,637.8,638.71,66.1956,5,638.2377631746
110,2021-09-14T16:35:00Z,ERSX,639.0,639.0,639.0,639.0,6.0,1,639.0
111,2021-09-14T16:53:00Z,ERSX,639.5,639.5,639.4,639.4,26.0,2,639.4230769231
112,2021-09-14T17:06:00Z,ERSX,639.9,639.9,639.9,639.9,20.0,1,639.9
113,2021-09-14T17:24:00Z,ERSX,639.3,639.3,639.3,639.3,20.0,1,639.3
114,2021-09-14T17:54:00Z,ERSX,640.03,640.03,640.03,640.03,0.1953,1,640.03
115,2021-09-14T18:04:00Z,ERSX,639.85,639.85,639.8,639.8,12.0,2,639.825
116,2021-09-14T18:06:00Z,ERSX,639.4,639.4,639.4,639.4,6.0,1,639.4
117,2021-09-14T18:08:00Z,ERSX,639.4,639.4,639.4,639.4,6.0,1,639.4
118,2021-09-14T18:45:00Z,ERSX,636.0,636.0,636.0,636.0,0.06,1,636.0
119,2021-09-14T18:46:00Z,ERSX,635.84,635.84,635.83,635.83,3.0,2,635.8306553333
120,2021-09-14T18:48:00Z,ERSX,636.31,636.31,636.31,636.31,0.1953,1,636.31
121,2021-09-14T19:49:00Z,ERSX,638.64,638.64,638.64,638.64,0.1956,1,638.64
122,2021-09-14T20:17:00Z,ERSX,639.31,639.31,639.31,639.31,0.1955,1,639.31
123,2021-09-14T20:43:00Z,ERSX,641.84,641.84,641.84,641.84,0.1949,1,641.84
124,2021-09-14T21:11:00Z,ERSX,638.21,638.21,638.21,638.21,0.195,1,638.21
125,2021-09-14T22:05:00Z,ERSX,637.4,637.4,637.4,637.4,39.2186,1,637.4
126,2021-09-14T22:07:00Z,ERSX,637.14,637.14,637.14,637.14,0.1962,1,637.14
127,2021-09-14T22:10:00Z,ERSX,637.7,637.7,637.7,637.7,39.2007,1,637.7
128,2021-09-14T22:11:00Z,ERSX,638.0,638.0,638.0,638.0,21.582,1,638.0
129,2021-09-14T22:21:00Z,ERSX,638.77,638.77,638.77,638.77,0.1957,1,638.77
130,2021-09-14T22:22:00Z,ERSX,640.29,640.29,639.47,639.47,0.3907,2,639.8798950601
131,2021-09-14T22:27:00Z,ERSX,637.24,637.24,637.24,637.24,0.1962,1,637.24
132,2021-09-14T22:47:00Z,ERSX,636.57,636.57,636.57,636.57,0.1963,1,636.57
133,2021-09-14T23:00:00Z,ERSX,640.29,640.29,639.57,639.57,0.3906,2,639.93
134,2021-09-14T23:01:00Z,ERSX,639.94,639.94,639.82,639.82,0.3906,2,639.88
135,2021-09-14T23:08:00Z,ERSX,641.8,641.8,641.8,641.8,25.0,1,641.8
136,2021-09-14T23:09:00Z,ERSX,642.54,642.54,642.54,642.54,0.1947,1,642.54
137,2021-09-14T23:15:00Z,ERSX,641.37,641.37,641.37,641.37,0.1949,1,641.37
138,2021-09-14T23:36:00Z,ERSX,638.94,638.94,638.94,638.94,0.1957,1,638.94
139,2021-09-14T23:53:00Z,ERSX,639.61,639.61,639.61,639.61,0.1954,1,639.61
140,2021-09-15T00:02:00Z,ERSX,640.94,640.94,640.94,640.94,0.1951,1,640.94
141,2021-09-15T00:28:00Z,ERSX,638.77,638.77,638.68,638.68,40.0,2,638.725
142,2021-09-15T00:54:00Z,ERSX,638.51,638.51,638.51,638.51,0.1958,1,638.51
143,2021-09-15T01:11:00Z,ERSX,639.14,639.14,639.14,639.14,0.1955,1,639.14
144,2021-09-15T01:42:00Z,ERSX,636.51,636.51,636.51,636.51,0.196,1,636.51
145,2021-09-15T02:17:00Z,ERSX,637.34,637.34,637.34,637.34,0.196,1,637.34
146,2021-09-15T02:59:00Z,ERSX,639.99,639.99,639.99,639.99,0.015,1,639.99
147,2021-09-15T03:29:00Z,ERSX,640.11,640.11,640.11,640.11,0.1954,1,640.11
148,2021-09-15T03:31:00Z,ERSX,640.54,640.54,640.54,640.54,0.1951,1,640.54
149,2021-09-15T04:03:00Z,ERSX,638.14,638.14,638.14,638.14,40.0,2,638.14
150,2021-09-15T04:43:00Z,ERSX,637.11,637.11,637.11,637.11,0.1957,1,637.11
151,2021-09-15T07:48:00Z,ERSX,638.54,638.54,638.54,638.54,0.1957,1,638.54
152,2021-09-15T07:59:00Z,ERSX,638.31,638.31,638.31,638.31,0.1957,1,638.31
153,2021-09-15T10:32:00Z,ERSX,642.84,642.84,642.84,642.84,0.1947,1,642.84
154,2021-09-15T11:00:00Z,ERSX,642.01,642.01,642.01,642.01,0.1947,1,642.01
155,2021-09-15T11:23:00Z,ERSX,640.59,640.59,640.59,640.59,0.1951,1,640.59
156,2021-09-15T11:25:00Z,ERSX,640.66,640.66,640.66,640.66,0.1951,1,640.66
157,2021-09-15T11:30:00Z,ERSX,639.24,639.24,639.24,639.24,0.1956,1,639.24
158,2021-09-15T12:02:00Z,ERSX,638.79,638.79,638.79,638.79,1.0,1,638.79
159,2021-09-15T12:08:00Z,ERSX,640.71,640.71,640.71,640.71,0.1952,1,640.71
160,2021-09-15T12:09:00Z,ERSX,640.34,640.34,640.34,640.34,0.1951,1,640.34
161,2021-09-15T12:17:00Z,ERSX,640.32,640.32,640.32,640.32,0.1951,1,640.32
162,2021-09-15T12:19:00Z,ERSX,640.14,640.14,640.14,640.14,0.1952,1,640.14
163,2021-09-15T12:31:00Z,ERSX,639.4,639.4,639.4,639.4,6.0,1,639.4
164,2021-09-15T12:32:00Z,ERSX,638.9,638.9,638.9,638.9,26.0,1,638.9
165,2021-09-15T12:34:00Z,ERSX,638.21,638.21,638.21,638.21,0.1954,1,638.21
166,2021-09-15T13:23:00Z,ERSX,639.44,639.44,639.44,639.44,0.1954,1,639.44
167,2021-09-15T13:30:00Z,ERSX,639.57,639.57,639.57,639.57,6.0,1,639.57
168,2021-09-15T13:36:00Z,ERSX,638.51,638.51,638.51,638.51,0.1954,1,638.51
169,2021-09-15T13:45:00Z,ERSX,639.64,639.64,639.64,639.64,0.1954,1,639.64
170,2021-09-15T13:46:00Z,ERSX,639.7,639.7,639.7,639.7,20.0,1,639.7
171,2021-09-15T13:49:00Z,ERSX,639.26,639.26,639.26,639.26,0.1954,1,639.26
172,2021-09-15T13:53:00Z,ERSX,640.99,641.3,640.99,641.3,84.0,3,641.0846428571
173,2021-09-15T14:02:00Z,ERSX,642.04,642.04,642.04,642.04,0.1947,1,642.04
174,2021-09-15T14:23:00Z,ERSX,642.21,642.21,642.21,642.21,0.1947,1,642.21
175,2021-09-15T14:42:00Z,ERSX,639.1,639.3,639.1,639.3,12.0,2,639.2
176,2021-09-15T14:43:00Z,ERSX,639.6,639.6,639.6,639.6,6.0,1,639.6
177,2021-09-15T14:44:00Z,ERSX,639.8,639.8,639.8,639.8,26.0,1,639.8
178,2021-09-15T15:06:00Z,ERSX,643.7,643.7,643.42,643.42,12.1942,3,643.5588852077
179,2021-09-15T15:10:00Z,ERSX,644.17,644.41,644.17,644.41,6.194,2,644.1775169519
180,2021-09-15T15:12:00Z,ERSX,644.82,644.82,644.82,644.82,6.0,1,644.82
181,2021-09-15T15:13:00Z,ERSX,644.34,644.34,644.34,644.34,0.1939,1,644.34
182,2021-09-15T15:14:00Z,ERSX,644.2,644.2,644.2,644.2,26.0,1,644.2
183,2021-09-15T15:15:00Z,ERSX,645.21,645.21,645.21,645.21,0.1938,1,645.21
184,2021-09-15T15:17:00Z,ERSX,646.4,649.44,646.4,649.44,20.5782,4,646.4607824785
185,2021-09-15T15:18:00Z,ERSX,648.79,648.79,648.34,648.34,20.3854,3,648.7855550541
186,2021-09-15T15:19:00Z,ERSX,648.6,648.6,648.6,648.6,26.0,1,648.6
187,2021-09-15T15:24:00Z,ERSX,649.01,649.01,649.01,649.01,0.1927,1,649.01
188,2021-09-15T15:42:00Z,ERSX,650.3,650.3,650.3,650.3,20.0,1,650.3
189,2021-09-15T15:44:00Z,ERSX,649.74,649.74,649.74,649.74,0.1924,1,649.74
190,2021-09-15T15:51:00Z,ERSX,649.11,649.11,649.11,649.11,0.1924,1,649.11
191,2021-09-15T16:07:00Z,ERSX,649.57,649.57,649.57,649.57,0.05,1,649.57
192,2021-09-15T16:17:00Z,ERSX,649.54,649.54,649.54,649.54,0.1924,1,649.54
193,2021-09-15T16:28:00Z,ERSX,648.51,648.51,648.51,648.51,0.1924,1,648.51
194,2021-09-15T17:04:00Z,ERSX,649.74,649.74,649.74,649.74,0.1924,1,649.74
195,2021-09-15T17:12:00Z,ERSX,650.02,650.02,650.02,650.02,0.1923,1,650.02
196,2021-09-15T18:15:00Z,ERSX,651.3,651.3,651.3,651.3,20.0,1,651.3
197,2021-09-15T18:22:00Z,ERSX,651.3,651.3,651.12,651.12,20.3837,3,651.2977414307
198,2021-09-15T18:26:00Z,ERSX,650.64,650.64,650.64,650.64,0.1921,1,650.64
199,2021-09-15T18:40:00Z,ERSX,650.72,650.72,650.72,650.72,0.1922,1,650.72
200,2021-09-15T18:50:00Z,ERSX,651.3,651.3,651.3,651.3,1.0,1,651.3
201,2021-09-15T19:26:00Z,ERSX,650.77,650.77,650.77,650.77,1.8,1,650.77
202,2021-09-15T19:41:00Z,ERSX,650.8,651.19,650.8,651.19,26.0,2,650.89
203,2021-09-15T19:59:00Z,ERSX,651.14,651.14,651.14,651.14,0.192,1,651.14
204,2021-09-15T20:02:00Z,ERSX,652.52,652.52,652.52,652.52,0.1916,1,652.52
205,2021-09-15T20:03:00Z,ERSX,652.54,652.54,652.54,652.54,0.1916,1,652.54
206,2021-09-15T20:12:00Z,ERSX,651.32,651.32,651.32,651.32,0.192,1,651.32
207,2021-09-15T20:19:00Z,ERSX,650.86,650.86,650.86,650.86,2.0,1,650.86
208,2021-09-15T20:21:00Z,ERSX,650.34,650.34,650.34,650.34,0.1922,1,650.34
209,2021-09-15T20:28:00Z,ERSX,649.92,649.92,649.92,649.92,0.137,1,649.92
210,2021-09-15T20:42:00Z,ERSX,649.92,649.92,649.92,649.92,0.1923,1,649.92
211,2021-09-15T20:54:00Z,ERSX,649.34,649.34,649.34,649.34,0.1924,1,649.34
212,2021-09-15T21:00:00Z,ERSX,649.52,649.52,649.52,649.52,0.1924,1,649.52
213,2021-09-15T21:19:00Z,ERSX,652.3,652.3,652.3,652.3,1.0,1,652.3
214,2021-09-15T23:16:00Z,ERSX,655.54,655.54,655.54,655.54,0.1906,1,655.54
215,2021-09-15T23:20:00Z,ERSX,653.92,653.92,653.92,653.92,0.1906,1,653.92
216,2021-09-15T23:43:00Z,ERSX,650.93,650.93,650.93,650.93,10.0,1,650.93
217,2021-09-16T00:28:00Z,ERSX,653.61,653.61,653.61,653.61,20.0,1,653.61
218,2021-09-16T00:32:00Z,ERSX,653.34,653.34,653.34,653.34,0.1913,1,653.34
219,2021-09-16T00:45:00Z,ERSX,652.02,652.02,652.02,652.02,0.1913,1,652.02
220,2021-09-16T00:53:00Z,ERSX,649.74,649.74,649.74,649.74,20.0,1,649.74
221,2021-09-16T03:16:00Z,ERSX,642.65,642.65,642.65,642.65,20.0,1,642.65
222,2021-09-16T03:25:00Z,ERSX,638.13,639.57,638.13,639.57,20.0,2,638.85
223,2021-09-16T04:03:00Z,ERSX,640.22,640.22,640.22,640.22,20.0,1,640.22
224,2021-09-16T04:06:00Z,ERSX,641.43,641.43,641.43,641.43,30.0,2,641.43
225,2021-09-16T04:24:00Z,ERSX,644.84,644.84,644.84,644.84,0.1938,1,644.84
226,2021-09-16T04:28:00Z,ERSX,644.76,644.76,644.76,644.76,0.1938,1,644.76
227,2021-09-16T05:00:00Z,ERSX,644.34,644.34,644.34,644.34,0.1939,1,644.34
228,2021-09-16T05:16:00Z,ERSX,643.01,643.01,643.01,643.01,0.1939,1,643.01
229,2021-09-16T08:04:00Z,ERSX,643.24,643.24,643.24,643.24,0.1942,1,643.24
230,2021-09-16T08:11:00Z,ERSX,644.81,644.81,644.81,644.81,0.1939,1,644.81
231,2021-09-16T08:17:00Z,ERSX,643.74,643.74,643.74,643.74,0.1941,1,643.74
232,2021-09-16T08:18:00Z,ERSX,642.55,642.55,642.55,642.55,0.1944,1,642.55
233,2021-09-16T11:23:00Z,ERSX,642.74,642.74,642.74,642.74,0.1944,1,642.74
234,2021-09-16T12:13:00Z,ERSX,640.65,640.65,640.65,640.65,0.1944,1,640.65
235,2021-09-16T12:24:00Z,ERSX,644.44,644.44,644.44,644.44,0.194,1,644.44
236,2021-09-16T12:30:00Z,ERSX,642.55,642.55,642.55,642.55,0.194,1,642.55
237,2021-09-16T12:32:00Z,ERSX,643.44,643.44,643.44,643.44,0.1943,1,643.44
238,2021-09-16T13:08:00Z,ERSX,643.35,643.35,643.35,643.35,0.1943,1,643.35
239,2021-09-16T13:45:00Z,ERSX,639.4,640.2,639.4,640.2,26.0,2,640.0153846154
240,2021-09-16T13:46:00Z,ERSX,638.14,638.14,638.04,638.04,0.3914,2,638.09
241,2021-09-16T13:49:00Z,ERSX,637.04,637.04,636.74,636.74,0.3924,2,636.89
242,2021-09-16T13:50:00Z,ERSX,636.7,636.7,636.7,636.7,26.0,1,636.7
243,2021-09-16T13:54:00Z,ERSX,635.79,635.79,635.79,635.79,0.1966,1,635.79
244,2021-09-16T13:57:00Z,ERSX,635.54,635.54,635.54,635.54,0.1966,1,635.54
245,2021-09-16T13:59:00Z,ERSX,633.84,633.94,633.84,633.94,0.3944,2,633.89
246,2021-09-16T14:04:00Z,ERSX,635.96,635.96,635.96,635.96,6.0,1,635.96
247,2021-09-16T14:08:00Z,ERSX,635.59,635.59,635.59,635.59,0.1965,1,635.59
248,2021-09-16T14:11:00Z,ERSX,634.0,634.0,634.0,634.0,6.0,1,634.0
249,2021-09-16T14:14:00Z,ERSX,631.24,631.24,631.24,631.24,0.1965,1,631.24
250,2021-09-16T14:25:00Z,ERSX,630.9,630.9,630.9,630.9,20.0,1,630.9
251,2021-09-16T14:28:00Z,ERSX,631.9,631.9,631.9,631.9,6.0,1,631.9
252,2021-09-16T14:30:00Z,ERSX,632.6,634.1,632.6,634.1,19.5,4,633.6061538462
253,2021-09-16T14:34:00Z,ERSX,634.38,634.38,634.38,634.38,6.0,1,634.38
254,2021-09-16T14:36:00Z,ERSX,633.14,633.14,633.14,633.14,0.1974,1,633.14
255,2021-09-16T14:44:00Z,ERSX,635.5,635.5,635.4,635.4,26.0,2,635.4230769231
256,2021-09-16T14:59:00Z,ERSX,632.64,632.64,632.64,632.64,0.1974,1,632.64
257,2021-09-16T15:03:00Z,ERSX,630.5,630.5,630.5,630.5,6.0,1,630.5
258,2021-09-16T15:04:00Z,ERSX,629.0,629.0,628.7,628.7,40.0,2,628.85
259,2021-09-16T15:05:00Z,ERSX,629.1,629.85,629.1,629.85,46.0,2,629.4260869565
260,2021-09-16T15:07:00Z,ERSX,632.04,632.04,632.04,632.04,0.1977,1,632.04
261,2021-09-16T15:11:00Z,ERSX,635.64,635.64,633.72,633.72,18.3938,5,634.5159364568
262,2021-09-16T15:12:00Z,ERSX,634.6,634.6,634.6,634.6,20.0,1,634.6
263,2021-09-16T15:18:00Z,ERSX,633.84,633.84,633.84,633.84,0.1973,1,633.84
264,2021-09-16T15:26:00Z,ERSX,638.49,638.89,638.49,638.89,0.3914,2,638.69
265,2021-09-16T15:27:00Z,ERSX,638.69,638.69,638.69,638.69,0.1956,1,638.69
266,2021-09-16T15:36:00Z,ERSX,636.3,636.3,636.3,636.3,6.0,1,636.3
267,2021-09-16T15:38:00Z,ERSX,635.38,635.38,635.38,635.38,20.0,1,635.38
268,2021-09-16T16:08:00Z,ERSX,637.34,637.34,637.34,637.34,0.1962,1,637.34
269,2021-09-16T16:19:00Z,ERSX,636.0,636.0,636.0,636.0,20.0,1,636.0
270,2021-09-16T16:39:00Z,ERSX,636.0,636.0,636.0,636.0,20.0,1,636.0
271,2021-09-16T16:48:00Z,ERSX,633.34,633.34,633.34,633.34,0.1972,1,633.34
272,2021-09-16T16:51:00Z,ERSX,634.94,634.94,634.94,634.94,0.1969,1,634.94
273,2021-09-16T17:00:00Z,ERSX,635.04,635.04,635.04,635.04,0.1968,1,635.04
274,2021-09-16T17:04:00Z,ERSX,635.44,635.44,635.44,635.44,0.1967,1,635.44
275,2021-09-16T17:11:00Z,ERSX,636.4,636.4,636.4,636.4,20.0,1,636.4
276,2021-09-16T17:34:00Z,ERSX,637.34,637.34,637.04,637.04,0.3924,2,637.19
277,2021-09-16T17:35:00Z,ERSX,636.24,636.24,635.94,635.94,0.393,2,636.0899236641
278,2021-09-16T19:49:00Z,ERSX,640.64,640.64,640.64,640.64,0.1951,1,640.64
279,2021-09-16T19:54:00Z,ERSX,641.54,641.54,640.44,640.44,0.3901,2,640.9901409895
280,2021-09-16T19:59:00Z,ERSX,638.64,638.64,638.63,638.63,6.1952,2,638.6303150826
281,2021-09-16T23:10:00Z,ERSX,639.54,639.54,639.54,639.54,0.1953,1,639.54
282,2021-09-16T23:12:00Z,ERSX,640.64,640.64,640.44,640.44,0.3904,2,640.5400512295
283,2021-09-16T23:21:00Z,ERSX,640.94,640.94,640.94,640.94,0.1951,1,640.94
