,date,exchange,open,high,low,close,volume,number_of_trades,volume_weighted_average_price
0,2021-09-13T08:07:00Z,ERSX,604.91,604.91,604.91,604.91,20.0,1,604.91
1,2021-09-13T08:18:00Z,ERSX,603.23,603.23,603.23,603.23,20.0,1,603.23
2,2021-09-13T09:23:00Z,ERSX,607.76,607.76,607.76,607.76,20.0,1,607.76
3,2021-09-13T09:32:00Z,ERSX,608.1,608.1,608.1,608.1,20.0,1,608.1
4,2021-09-13T10:47:00Z,ERSX,607.75,608.05,607.75,608.05,0.2554,2,607.8566562255
5,2021-09-13T10:53:00Z,ERSX,608.87,608.87,608.87,608.87,0.2529,1,608.87
6,2021-09-13T10:54:00Z,ERSX,609.86,609.86,609.86,609.86,0.2051,1,609.86
7,2021-09-13T10:55:00Z,ERSX,609.6,609.6,609.6,609.6,0.0483,1,609.6
8,2021-09-13T10:56:00Z,ERSX,608.82,608.82,608.82,608.82,0.2564,1,608.82
9,2021-09-13T11:14:00Z,ERSX,603.05,603.05,603.05,603.05,0.2072,1,603.05
10,2021-09-13T12:40:00Z,ERSX,610.07,610.07,610.07,610.07,0.2121,1,610.07
11,2021-09-13T13:16:00Z,ERSX,604.5,604.5,604.5,604.5,6.0,1,604.5
12,2021-09-13T13:24:00Z,ERSX,607.5,607.5,607.5,607.5,6.0,1,607.5
13,2021-09-13T13:26:00Z,ERSX,607.7,607.7,607.7,607.7,6.0,1,607.7
14,2021-09-13T13:33:00Z,ERSX,615.69,615.69,615.57,615.57,40.0,2,615.63
15,2021-09-13T13:34:00Z,ERSX,619.14,619.14,619.14,619.14,10.0,1,619.14
16,2021-09-13T13:35:00Z,ERSX,623.22,623.22,623.22,623.22,0.3,1,623.22
17,2021-09-13T13:38:00Z,ERSX,639.56,640.94,639.56,640.94,50.0,3,640.26
18,2021-09-13T13:45:00Z,ERSX,653.95,653.95,653.95,653.95,50.0,3,653.95
19,2021-09-13T13:52:00Z,ERSX,650.67,650.67,650.67,650.67,20.0,1,650.67
20,2021-09-13T13:56:00Z,ERSX,650.24,654.18,650.24,654.18,50.1916,4,651.7034899864
21,2021-09-13T13:57:00Z,ERSX,655.04,659.25,655.04,659.21,50.0,3,657.558
22,2021-09-13T14:02:00Z,ERSX,637.45,640.2,637.45,640.2,20.0316,2,640.1956618543
23,2021-09-13T14:03:00Z,ERSX,636.24,636.24,636.24,636.24,20.0,1,636.24
24,2021-09-13T14:04:00Z,ERSX,631.65,631.65,631.65,631.65,10.0,1,631.65
25,2021-09-13T14:11:00Z,ERSX,613.02,613.02,613.02,613.02,1.0,1,613.02
26,2021-09-13T14:13:00Z,ERSX,611.22,611.22,609.06,609.06,40.0,2,610.14
27,2021-09-13T14:15:00Z,ERSX,608.7,608.7,608.7,608.7,10.0,1,608.7
28,2021-09-13T14:17:00Z,ERSX,610.17,610.17,610.17,610.17,20.0,1,610.17
29,2021-09-13T14:19:00Z,ERSX,596.53,596.94,596.53,596.75,30.1007,3,596.6044596305
30,2021-09-13T14:20:00Z,ERSX,597.08,597.08,597.08,597.08,2.1,1,597.08
31,2021-09-13T14:26:00Z,ERSX,603.44,603.44,603.44,603.44,20.0,1,603.44
32,2021-09-13T14:28:00Z,ERSX,608.31,608.31,608.31,608.31,20.0,1,608.31
33,2021-09-13T14:29:00Z,ERSX,610.04,610.04,610.04,610.04,10.0,1,610.04
34,2021-09-13T14:32:00Z,ERSX,606.29,606.29,606.29,606.29,20.0,1,606.29
35,2021-09-13T14:33:00Z,ERSX,603.65,604.29,603.65,604.29,30.0,2,603.8633333333
36,2021-09-13T14:41:00Z,ERSX,612.8,612.8,612.8,612.8,20.0,1,612.8
37,2021-09-13T14:51:00Z,ERSX,611.99,611.99,611.99,611.99,20.0,1,611.99
38,2021-09-13T15:48:00Z,ERSX,613.8,613.8,613.8,613.8,40.0,2,613.8
39,2021-09-13T15:51:00Z,ERSX,613.2,613.2,613.2,613.2,6.0,1,613.2
40,2021-09-13T16:02:00Z,ERSX,613.2,614.4,613.2,614.4,40.0,2,613.8
41,2021-09-13T16:05:00Z,ERSX,615.2,615.2,615.2,615.2,6.0,1,615.2
42,2021-09-13T16:08:00Z,ERSX,613.6,613.6,613.6,613.6,20.0,1,613.6
43,2021-09-13T16:47:00Z,ERSX,614.76,614.76,614.76,614.76,6.0,1,614.76
44,2021-09-13T16:52:00Z,ERSX,614.13,614.13,614.13,614.13,0.2533,1,614.13
45,2021-09-13T18:18:00Z,ERSX,615.89,616.5,615.42,616.18,64.0,6,616.034375
46,2021-09-13T19:35:00Z,ERSX,613.0,613.0,613.0,613.0,20.0,1,613.0
47,2021-09-13T19:46:00Z,ERSX,613.0,613.0,613.0,613.0,6.0,1,613.0
48,2021-09-13T19:51:00Z,ERSX,612.2,612.2,612.2,612.2,20.0,1,612.2
49,2021-09-13T20:08:00Z,ERSX,617.5,617.5,617.5,617.5,20.0,1,617.5
50,2021-09-13T21:43:00Z,ERSX,617.0,617.0,617.0,617.0,10.0,1,617.0
51,2021-09-13T22:33:00Z,ERSX,618.0,618.0,617.94,617.94,40.0,2,617.97
52,2021-09-13T22:45:00Z,ERSX,618.0,618.0,618.0,618.0,10.0,1,618.0
53,2021-09-13T22:49:00Z,ERSX,616.0,616.0,616.0,616.0,10.0,1,616.0
54,2021-09-14T01:14:00Z,ERSX,616.42,616.42,616.42,616.42,0.149,1,616.42
55,2021-09-14T08:19:00Z,ERSX,619.54,619.54,619.54,619.54,0.2018,1,619.54
56,2021-09-14T08:28:00Z,ERSX,621.9,621.9,621.9,621.9,0.052,1,621.9
57,2021-09-14T08:29:00Z,ERSX,621.53,621.53,621.53,621.53,20.0,1,621.53
58,2021-09-14T11:20:00Z,ERSX,623.91,623.91,623.91,623.91,6.0,1,623.91
59,2021-09-14T11:54:00Z,ERSX,622.19,622.19,622.19,622.19,0.201,1,622.19
60,2021-09-14T12:01:00Z,ERSX,623.2,623.2,623.2,623.2,0.1995,1,623.2
61,2021-09-14T12:18:00Z,ERSX,622.64,622.64,621.2,621.2,0.4008,2,621.92
62,2021-09-14T12:30:00Z,ERSX,616.84,617.1,616.84,617.1,0.4052,2,616.97
63,2021-09-14T12:31:00Z,ERSX,620.84,620.9,620.84,620.9,0.4025,2,620.8699925466
64,2021-09-14T12:37:00Z,ERSX,625.84,625.84,625.84,625.84,0.1998,1,625.84
65,2021-09-14T12:40:00Z,ERSX,626.56,626.56,626.56,626.56,0.058,1,626.56
66,2021-09-14T12:59:00Z,ERSX,629.42,629.61,629.42,629.61,0.3972,2,629.5149521652
67,2021-09-14T13:00:00Z,ERSX,629.4,629.4,629.4,629.4,20.0,1,629.4
68,2021-09-14T13:10:00Z,ERSX,629.52,629.52,629.52,629.52,0.1985,1,629.52
69,2021-09-14T13:16:00Z,ERSX,628.96,630.9,628.96,630.76,40.5953,5,630.6430914909
70,2021-09-14T13:17:00Z,ERSX,630.79,630.79,630.16,630.16,6.3966,3,630.59223994
71,2021-09-14T13:23:00Z,ERSX,630.02,630.02,630.02,630.02,0.1984,1,630.02
72,2021-09-14T13:25:00Z,ERSX,631.56,631.56,631.56,631.56,0.1981,1,631.56
73,2021-09-14T13:26:00Z,ERSX,631.68,631.93,631.68,631.93,10.1979,2,631.684851489
74,2021-09-14T13:27:00Z,ERSX,632.11,632.11,632.11,632.11,0.1979,1,632.11
75,2021-09-14T13:33:00Z,ERSX,632.3,632.3,632.3,632.3,6.0,1,632.3
76,2021-09-14T13:39:00Z,ERSX,634.4,634.4,634.4,634.4,6.0,1,634.4
77,2021-09-14T13:53:00Z,ERSX,630.93,630.93,630.93,630.93,0.198,1,630.93
78,2021-09-14T13:58:00Z,ERSX,630.0,630.0,630.0,630.0,20.0,1,630.0
79,2021-09-14T14:01:00Z,ERSX,627.71,627.71,627.71,627.71,0.199,1,627.71
80,2021-09-14T14:02:00Z,ERSX,626.37,626.37,626.37,626.37,0.1996,1,626.37
81,2021-09-14T14:03:00Z,ERSX,626.6,626.6,626.6,626.6,6.0,1,626.6
82,2021-09-14T14:11:00Z,ERSX,629.03,629.03,629.03,629.03,20.0,1,629.03
83,2021-09-14T14:16:00Z,ERSX,628.56,628.56,628.56,628.56,0.1987,1,628.56
84,2021-09-14T14:29:00Z,ERSX,630.4,630.4,629.66,629.66,26.0,2,629.8307692308
85,2021-09-14T14:30:00Z,ERSX,630.72,630.72,630.72,630.72,0.1982,1,630.72
86,2021-09-14T14:31:00Z,ERSX,632.1,632.1,632.1,632.1,20.0,1,632.1
87,2021-09-14T14:44:00Z,ERSX,633.8,635.71,633.8,635.71,56.1967,5,634.2871406506
88,2021-09-14T14:52:00Z,ERSX,635.71,635.71,635.71,635.71,6.0,1,635.71
89,2021-09-14T14:53:00Z,ERSX,635.6,635.6,635.6,635.6,20.0,1,635.6
90,2021-09-14T14:54:00Z,ERSX,635.7,635.7,635.7,635.7,20.0,1,635.7
91,2021-09-14T15:07:00Z,ERSX,636.6,636.6,636.6,636.6,6.0,1,636.6
92,2021-09-14T15:08:00Z,ERSX,636.7,636.73,636.7,636.73,20.1963,2,636.7002915881
